school_id,2021,2019,2022,2023
137,0,1,0,0
140,0,1,1,1
141,0,1,1,1
143,0,1,0,0
145,0,1,0,0
147,0,1,0,0
151,0,1,0,0
154,0,1,0,0
159,0,1,0,0
160,0,1,0,0
161,0,1,0,0
162,0,1,0,0
164,0,1,0,0
167,0,1,0,1
168,0,1,0,0
169,0,1,0,0
170,0,1,0,0
175,0,1,0,0
177,0,1,0,0
179,0,1,0,0
184,0,1,0,0
186,0,1,0,0
191,0,1,0,1
193,0,1,0,0
195,0,1,0,0
200,0,1,0,0
203,0,1,0,0
204,0,1,1,0
205,0,1,0,0
210,0,1,0,0
212,0,1,0,1
214,0,1,0,0
219,0,1,0,0
223,0,1,0,0
224,0,1,0,0
225,0,1,1,1
226,0,1,0,0
232,0,1,0,0
26,0,0,1,1
138,0,0,1,1
157,0,0,1,0
246,0,0,1,0
306,0,0,1,1
411,0,0,1,1
418,0,0,1,0
440,0,0,1,0
465,0,0,1,0
493,0,0,1,1
499,0,0,1,1
501,0,0,1,1
502,0,0,1,1
505,0,0,1,0
506,0,0,1,1
512,0,0,1,1
515,0,0,1,0
518,0,0,1,1
520,0,0,1,1
521,0,0,1,0
522,0,0,1,1
523,0,0,1,0
526,0,0,1,1
527,0,0,1,0
528,0,0,1,0
530,0,0,1,1
532,0,0,1,0
535,0,0,1,1
537,0,0,1,1
539,0,0,1,1
540,0,0,1,1
541,0,0,1,1
542,0,0,1,0
543,0,0,1,0
545,0,0,1,1
549,0,0,1,1
559,0,0,1,0
565,0,0,1,0
566,0,0,1,0
567,0,0,1,1
569,0,0,1,1
571,0,0,1,0
572,0,0,1,1
573,0,0,1,0
575,0,0,1,0
579,0,0,1,0
581,0,0,1,0
586,0,0,1,0
587,0,0,1,1
588,0,0,1,1
594,0,0,1,0
601,0,0,1,0
604,0,0,1,1
608,0,0,1,1
610,0,0,1,0
612,0,0,1,0
615,0,0,1,1
620,0,0,1,1
622,0,0,1,1
623,0,0,1,0
625,0,0,1,0
627,0,0,1,1
628,0,0,1,1
630,0,0,1,0
633,0,0,1,0
799,0,0,0,1
796,0,0,0,1
795,0,0,0,1
792,0,0,0,1
787,0,0,0,1
786,0,0,0,1
785,0,0,0,1
784,0,0,0,1
783,0,0,0,1
780,0,0,0,1
778,0,0,0,1
777,0,0,0,1
776,0,0,0,1
772,0,0,0,1
771,0,0,0,1
770,0,0,0,1
768,0,0,0,1
765,0,0,0,1
764,0,0,0,1
760,0,0,0,1
759,0,0,0,1
757,0,0,0,1
756,0,0,0,1
754,0,0,0,1
753,0,0,0,1
752,0,0,0,1
749,0,0,0,1
748,0,0,0,1
747,0,0,0,1
746,0,0,0,1
745,0,0,0,1
743,0,0,0,1
740,0,0,0,1
739,0,0,0,1
731,0,0,0,1
729,0,0,0,1
727,0,0,0,1
724,0,0,0,1
720,0,0,0,1
715,0,0,0,1
714,0,0,0,1
712,0,0,0,1
710,0,0,0,1
708,0,0,0,1
707,0,0,0,1
703,0,0,0,1
699,0,0,0,1
697,0,0,0,1
694,0,0,0,1
693,0,0,0,1
691,0,0,0,1
690,0,0,0,1
688,0,0,0,1
685,0,0,0,1
683,0,0,0,1
681,0,0,0,1
680,0,0,0,1
679,0,0,0,1
678,0,0,0,1
676,0,0,0,1
674,0,0,0,1
672,0,0,0,1
669,0,0,0,1
668,0,0,0,1
666,0,0,0,1
665,0,0,0,1
663,0,0,0,1
662,0,0,0,1
660,0,0,0,1
659,0,0,0,1
658,0,0,0,1
657,0,0,0,1
656,0,0,0,1
655,0,0,0,1
654,0,0,0,1
653,0,0,0,1
652,0,0,0,1
651,0,0,0,1
650,0,0,0,1
649,0,0,0,1
643,0,0,0,1
640,0,0,0,1
639,0,0,0,1
638,0,0,0,1
637,0,0,0,1
635,0,0,0,1
624,0,0,0,1
619,0,0,0,1
607,0,0,0,1
605,0,0,0,1
600,0,0,0,1
577,0,0,0,1
568,0,0,0,1
555,0,0,0,1
519,0,0,0,1
517,0,0,0,1
511,0,0,0,1
504,0,0,0,1
498,0,0,0,1
497,0,0,0,1
495,0,0,0,1
479,0,0,0,1
476,0,0,0,1
473,0,0,0,1
457,0,0,0,1
448,0,0,0,1
406,0,0,0,1
390,0,0,0,1
372,0,0,0,1
340,0,0,0,1
318,0,0,0,1
279,0,0,0,1
262,0,0,0,1
22,0,0,0,1
