school_id,2021,2019,2022,2023
3,1,1,0,1
8,1,1,1,1
11,1,1,1,0
15,1,1,0,1
23,1,1,0,0
24,1,1,1,1
28,1,1,0,0
32,1,1,0,0
35,1,1,0,0
38,1,1,0,1
39,1,1,0,0
44,1,1,1,1
47,1,1,1,1
49,1,1,0,0
52,1,1,1,1
63,1,1,0,1
64,1,1,0,1
67,1,1,1,0
69,1,1,1,0
70,1,1,1,1
71,1,1,1,1
72,1,1,0,0
75,1,1,0,0
76,1,1,0,1
79,1,1,1,1
80,1,1,0,1
83,1,1,1,1
85,1,1,1,1
94,1,1,1,0
98,1,1,1,1
100,1,1,1,0
102,1,1,0,0
105,1,1,1,1
109,1,0,0,1
112,1,1,0,0
117,1,1,0,0
122,1,1,1,1
130,1,1,0,0
134,1,1,0,0
139,1,1,1,1
142,1,1,0,0
144,1,1,1,1
146,1,0,1,0
150,1,1,1,1
165,1,1,1,1
172,1,1,1,1
174,1,1,0,0
180,1,1,1,1
183,1,1,0,0
185,1,1,0,0
189,1,1,1,1
190,1,1,0,0
192,1,1,0,0
196,1,1,0,0
197,1,1,1,0
199,1,0,0,0
208,1,1,0,1
209,1,1,1,1
211,1,1,0,0
213,1,0,0,0
216,1,1,0,0
218,1,1,0,1
220,1,1,0,0
221,1,0,0,0
229,1,1,0,0
230,1,1,0,0
231,1,1,0,0
233,1,0,0,0
234,1,1,1,1
235,1,1,1,0
236,1,0,1,1
237,1,0,1,1
238,1,0,0,0
241,1,0,1,0
243,1,0,0,0
247,1,0,1,1
249,1,0,0,0
252,1,0,0,0
253,1,0,0,1
259,1,0,0,0
260,1,0,0,0
266,1,0,1,1
268,1,0,0,1
269,1,0,0,0
270,1,0,0,1
272,1,0,0,0
275,1,0,1,0
276,1,0,1,0
280,1,0,0,0
283,1,0,0,0
284,1,0,0,1
287,1,0,0,0
289,1,0,0,0
291,1,0,0,1
292,1,0,1,1
293,1,0,1,1
296,1,0,1,0
297,1,0,0,0
299,1,0,1,0
300,1,0,0,0
301,1,0,0,0
302,1,0,1,1
303,1,0,1,1
307,1,0,0,0
308,1,0,0,1
311,1,0,0,0
312,1,0,1,1
313,1,0,0,0
316,1,0,0,0
317,1,0,0,0
319,1,0,1,1
323,1,0,1,1
324,1,0,0,0
325,1,0,0,1
327,1,0,0,0
329,1,0,0,0
330,1,0,0,1
331,1,0,0,0
332,1,0,0,1
333,1,0,1,1
334,1,0,0,0
339,1,0,0,0
345,1,0,1,1
346,1,0,0,1
348,1,0,1,1
349,1,0,0,0
351,1,0,0,0
353,1,0,1,1
355,1,0,0,0
356,1,0,1,0
357,1,0,0,0
358,1,0,1,0
359,1,0,0,1
360,1,0,1,1
362,1,0,0,0
363,1,0,0,0
364,1,0,1,1
365,1,0,0,0
366,1,0,0,0
368,1,0,1,1
369,1,0,0,1
371,1,0,1,1
373,1,0,0,0
379,1,0,0,0
405,1,0,0,0
439,1,0,0,0
198,1,1,0,0
88,1,1,0,0
419,1,0,0,0
420,1,0,0,0
421,1,0,1,0
425,1,0,0,0
53,1,1,0,0
426,1,0,0,1
124,1,1,0,0
477,1,0,1,0
445,1,0,1,1
242,1,0,0,0
78,1,1,0,0
21,1,0,1,0
128,1,1,0,0
384,1,0,1,1
383,1,0,1,1
474,1,0,0,0
201,1,1,0,1
458,1,0,1,1
206,1,1,0,0
153,1,1,0,0
10,1,0,0,1
215,1,1,0,0
482,1,0,0,0
481,1,0,0,0
480,1,0,1,1
120,1,1,1,1
397,1,0,0,0
65,1,1,0,0
388,1,0,0,1
294,1,0,0,0
410,1,0,0,1
309,1,0,0,0
240,1,0,0,0
423,1,0,0,0
415,1,0,0,0
424,1,0,0,0
416,1,0,0,0
27,1,1,1,1
452,1,0,1,1
455,1,0,1,1
9,1,1,0,0
97,1,1,1,1
81,1,1,1,1
176,1,1,0,0
431,1,0,0,1
429,1,0,1,1
178,1,1,0,0
483,1,0,1,1
66,1,0,0,0
434,1,0,0,0
380,1,0,1,1
399,1,0,0,0
347,1,0,0,0
41,1,1,1,1
471,1,0,0,0
101,1,1,1,1
400,1,0,0,1
389,1,0,0,0
402,1,0,0,0
395,1,0,0,0
194,1,1,0,0
394,1,0,1,1
478,1,0,0,0
475,1,0,1,0
1,1,1,0,0
251,1,0,1,1
391,1,0,0,0
396,1,0,0,0
443,1,0,0,0
382,1,0,1,1
472,1,0,0,1
408,1,0,0,0
462,1,0,1,1
466,1,0,1,1
156,1,1,0,0
417,1,0,1,0
447,1,0,0,0
48,1,1,0,0
93,1,1,0,0
132,1,1,1,1
430,1,0,0,0
228,1,1,1,0
281,1,0,1,0
62,1,1,0,0
4,0,1,0,0
6,0,1,0,0
7,0,1,1,0
16,0,1,1,0
19,0,1,0,0
25,0,1,0,0
30,0,1,0,0
33,0,1,0,0
34,0,1,0,0
36,0,1,0,0
37,0,1,0,1
40,0,1,0,0
42,0,1,1,0
45,0,1,1,0
46,0,1,0,0
50,0,1,0,0
54,0,1,0,0
56,0,1,0,0
57,0,1,0,0
58,0,1,0,1
59,0,1,0,0
73,0,1,0,0
77,0,1,0,0
84,0,1,1,1
89,0,1,0,0
90,0,1,0,0
91,0,1,1,1
95,0,1,0,0
103,0,1,0,0
104,0,1,0,0
106,0,1,0,0
108,0,1,0,0
110,0,1,0,0
111,0,1,0,0
116,0,1,0,0
118,0,1,0,0
119,0,1,1,0
125,0,1,0,0
127,0,1,0,0
131,0,1,0,0
133,0,1,0,0
135,0,1,0,0
136,0,1,0,0
