school_id
199
213
221
233
238
243
249
252
259
260
269
272
280
283
287
289
297
300
301
307
311
313
316
317
324
327
329
331
334
339
349
351
355
357
362
363
365
366
373
379
405
439
419
420
425
242
474
482
481
397
294
309
240
423
415
424
416
66
434
399
347
471
389
402
395
478
391
396
443
408
447
430
