"school_id","panel_year","school_city","school_state","school_district","nces_id","locale","self_reported_grades_pre_k","self_reported_grades_kindergarten","self_reported_grades_1st","self_reported_grades_2nd","self_reported_grades_3rd","self_reported_grades_4th","self_reported_grades_5th","self_reported_grades_6th","self_reported_grades_7th","self_reported_grades_8th","self_reported_grades_9th","self_reported_grades_10th","self_reported_grades_11th","self_reported_grades_12th","self_reported_race_aian","self_reported_race_asian","self_reported_race_hispanic","self_reported_race_black","self_reported_race_white","self_reported_race_multiple","self_reported_race_nhpi","self_reported_frpl","self_reported_total_enrollment","self_reported_swd","self_reported_ell","grades_elementary","grades_middle","grades_high","school_descriptor_sws","school_descriptor","school_descriptor_alt2019","title_i_schoolwide","term_2021","leader_tenure","leaps_high_expectations","leaps_whole_child","leaps_rigorous_learning","leaps_relevance","leaps_affirmation","leaps_social_consciousness","leaps_connection","leaps_customization","leaps_self_direction","leaps_anytime_anywhere","self_reported_ela","self_reported_math","leaps_rank_high_expectations","leaps_rank_whole_child","leaps_rank_rigorous_learning","leaps_rank_relevance","leaps_rank_affirmation","leaps_rank_social_consciousness","leaps_rank_connection","leaps_rank_customization","leaps_rank_self_direction","leaps_rank_anytime_anywhere","leadership_diversity","teaching_diversity","leader1_race","leader1_gender","leaps_interest"
88,2021,"Shafter","California","Grimmway Schools","069101212948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,0.4288,NA,NA,NA,0,NA,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,2021,"Denver","Colorado","Denver Public Schools","080336000420","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,0.0025,0.6462,0.0074,0.3219,0.0221,NA,0.4644,407,0.1108,0.327,1,0,0,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,2021,"Denver","Colorado","Denver Public Schools","080336001276","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0032,0.0011,0.7532,0.14,0.0192,0.0203,0.063,0.9252,936,0.1056,0.5364,1,1,0,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,2021,"Bridgeport","Connecticut","Great Oaks Charter School District","090021901782","Urban",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0022,NA,0.4495,0.4817,0.0473,0.0151,0.0043,0.7312,465,NA,0.0303,0,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,2021,"Washington","District of Columbia","KIPP DC Public Charter Schools","110003100419","Urban",0,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0.0251,0.9749,NA,NA,NA,NA,518,0.1437,0.0039,1,0,0,0,2,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2021,"Washington","District of Columbia","none provided","110004200273","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0023,0.0045,0.6171,0.2027,0.1464,0.0248,0.0023,NA,444,0.1363,0.5499,1,0,0,0,2,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,2021,"Washington","District of Columbia","Center City Public Charter Schools","110007300412","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,0.036,0.924,0.008,0.032,NA,NA,250,0.07,0,1,1,0,0,2,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2021,"New Meadows","Idaho","Meadows Valley School District","160206000826","Rural",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0124,0.0062,0.118,0.0062,0.8447,0.0124,0,0.3851,161,0.1585,0.0427,1,1,1,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,2021,"Indianapolis","Indiana","Paramount Schools of Excellence","180008602478","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0012,0.005,0.1573,0.4944,0.2459,0.0949,0.0012,0.8127,801,NA,0.0575,1,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,2021,"Lewisburg","Kentucky","Logan County","210354001545","Rural",1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,0.0483,0.006,0.9175,0.0282,NA,0.5553,497,0.1337,0.0075,1,1,0,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,2021,"Cambridge","Massachusetts","Benjamin Banneker Charter Public School","250002200514","Urban",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0028,0.0085,0.1102,0.8333,0.0198,0.0198,0.0056,NA,354,0.1185,0.0376,1,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2021,"Devens","Massachusetts","none provided","250003800581","Suburban",0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,0.0178,0.0229,0.0102,0.8982,0.0509,NA,NA,393,0.1453,0,0,0,1,0,2,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2021,"Berrien Springs","Michigan","Berrien Springs Public Schools","260543008175","Rural",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0714,0.1429,0.7321,0.0536,0,0.3214,56,NA,0.0138,1,1,1,1,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,2021,"Dexter","Michigan","Dexter Community School District","261203000738","Suburban",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0054,0.0054,0.0322,0.0089,0.9141,0.0322,0.0018,0.1038,559,0.1231,0.0069,0,0,0,1,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,2021,"Richland","Michigan","Gull Lake Community Schools","261725008242","Rural",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0179,0.0223,0.0268,0.875,0.058,0,0.1875,224,NA,0,1,1,1,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,2021,"Oxford","Michigan","Oxford Community Schools","262724008274","Suburban",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0037,0.0187,0.069,0.0317,0.8302,0.0466,0,0.2183,536,0.0871,0.0152,1,1,1,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,2021,"Henderson","Minnesota","EdVisions Off Campus School","270026103319","Rural",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0357,0.0179,0.0357,0.0625,0.8214,0.0268,NA,0.1339,112,0.2879,0,0,0,1,0,2,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2021,"Taos","New Mexico","none provided","350011801055","Rural",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0372,0.0186,0.4744,0.0233,0.4465,0,0,0.5628,215,0.1278,0,0,1,1,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,2021,"Albuquerque","New Mexico","ABQ Sign Language Academy","350012301066","Urban",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0105,0.6737,0.0526,0.2526,0.0105,0,0.3579,95,0.5657,0.2525,1,1,1,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2021,"Queens","New York","New York City Department of Education","360010205948","Urban",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0103,0.3241,0.4034,0.0776,0.1707,0.0034,0.0103,0.7897,580,NA,0.0357,0,1,1,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,2021,"Mooresville","North Carolina","Mooresville Graded School District","370312001335","Suburban",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0113,0.0048,0.0966,0.2238,0.5604,0.1031,0,0.4718,621,0.0869,0.0987,1,0,0,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2021,"Providence","Rhode Island","Providence Public Schools","440090000213","Urban",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0073,0.0881,0.7009,0.0881,0.0807,0.0349,0,0.8862,545,0.154,0.3858,1,0,0,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,2021,"Nashville","Tennessee","Valor Collegiate","470318002423","Urban",0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA,0.0559,0.1839,0.1403,0.6063,0.0123,0.0014,NA,734,0.063,0.1259,0,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,2021,"Irving","Texas","Manara Academy","480141512439","Urban",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0139,0.4688,0.0554,0.2425,0.2009,0.0185,0,0.3995,433,0.0758,0.2206,1,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,2021,"Arlington","Texas","Manara Academy","480141513108","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0842,0.0909,0.3805,0.4141,0.0303,0,0.5286,297,NA,0.3761,1,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,2021,"Irving","Texas","Manara Academy","480141513534","Urban",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0185,0.3086,0.0309,0.358,0.2778,0.0062,0,0.5556,162,NA,NA,0,0,1,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2021,"Austin","Texas","Montessori For All","480144212915","Urban",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0197,0.4858,0.0963,0.3523,0.046,0,0.4398,457,0.0836,0.2611,1,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,2021,"Pasadena","Texas","Pasadena Independent School District","483432003856","Suburban",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0018,0.9604,0.0144,0.0216,0.0018,0,0.9191,556,0.0743,0.5228,1,0,0,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2021,"Pasadena","Texas","Pasadena ISD","483432004691","Suburban",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0011,0.0626,0.7792,0.0382,0.1115,0.0042,0.0032,0.7272,942,0.1087,0.139,0,0,0,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,2021,"Winchester","Virginia","Frederick County Public Schools","510147000649","Rural",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0056,0.0042,0.0816,0.0183,0.865,0.0253,0,0.3207,711,0.1448,0.003,0,1,0,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,2021,"Lindsay","California","Lindsay Unified School District","062187005524","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.9545,0,0.0303,0.0152,0,0.9394,66,NA,0.5714,0,0,1,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,2021,"Woodland Hills","California","CHIME Institute's Schwarzenegger Community District","060149008724","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0089,0.047,0.23,0.0356,0.6353,0.0432,NA,0.1436,787,NA,NA,1,1,0,0,2,NA,0,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,2021,"Sacramento","California","Sacramento City Unified School District","063384011194","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0036,0.04,0.4182,0.0982,0.3491,0.0873,0.0036,0.5964,275,0.0951,0.023,0,0,1,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2021,"Fresno","California","Aspen Valley Prep Academy","060171410775","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0047,0.0375,0.6604,0.1288,0.1358,0.0328,NA,0.6768,427,NA,NA,1,1,0,1,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,2021,"Washington","District of Columbia","District of Columbia Public Schools","110003000084","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,0.0138,0.9846,0.0015,NA,NA,NA,650,0.2652,0.0043,0,0,1,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,2021,"Oakland","California","Yu Ming Charter School District","060201312901","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0.4764,0.0584,0.0607,0.0809,0.3213,0.0022,0.1438,445,NA,NA,1,1,0,1,2,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,2021,"Washington","District of Columbia","District of Columbia Public Schools","110003000085","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,0.0236,0.973,NA,0.0034,NA,NA,296,0.2964,0,0,0,1,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,2021,"Palo Cedro","California","Chrysalis Charter District","060225311800","Rural",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0129,0.0043,0.1034,NA,0.806,0.0647,0.0086,0.4181,232,NA,NA,1,1,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2021,"Portland","Maine","Portland Public Schools","230993000603","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,0.0487,0.0462,0.2359,0.641,0.0282,NA,0.4513,390,0.1451,0.1503,0,0,1,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,2021,"Newport","Maine","RSU 19","231478500729","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0017,0.0017,0.0175,0.007,0.9301,0.042,NA,0.549,572,0.0951,0.0031,0,0,1,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,2021,"Uxbridge","Massachusetts","Uxbridge School District","251185001938","Rural",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0034,0.0119,0.0458,0.0221,0.8896,0.0272,NA,NA,589,0.14,0.0079,0,0,1,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2021,"Armada","Michigan","Armada Area Schools","260324004042","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.005,0.0033,0.0233,0,0.9618,0.005,0.0017,0.1811,602,0.0717,0.0057,0,0,1,0,1,NA,0,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2021,"Mohawk","Michigan","Public Schools of Calumet, Laurium & Keweenaw","260769001863","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0152,0,0.9545,0.0303,0,0.7879,66,0.3091,0,0,0,1,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2021,"Boise","Idaho","Future Public School","160018101100","Suburban",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.075,0.1667,0.0833,0.6125,0.0625,0,0.0708,240,NA,NA,1,0,0,0,2,NA,0,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,2021,"Kingston","New Hampshire","Sanborn Regional School District","330608000479","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0045,0.009,0.0254,0.0164,0.9373,0.006,0.0015,0.1104,670,0.1348,0.0028,0,0,1,0,1,NA,0,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,2021,"Philadelphia","Pennsylvania","School District of Philadelphia","421899007547","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0079,0.004,0.1858,0.7431,0.0277,0.0316,0,1,253,0.2011,0.023,0,0,1,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,2021,"Philadelphia","Pennsylvania","School District of Philadelphia","421899007548","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0039,0.0314,0.0235,0.8549,0.0196,0.0627,0.0039,1,255,0.1553,0.034,0,0,1,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2021,"Tacoma","Washington","Tacoma Public Schools","530870003286","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0038,0.1165,0.1184,0.1071,0.594,0.0564,0.0038,0.3759,532,0.1027,0.0082,0,0,1,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,2021,"Detroit","Michigan","Detroit Achievement Academy","260104808796","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0331,0.4959,0.3306,0.1405,0,0.5372,121,NA,NA,1,1,0,0,2,NA,0,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2021,"Brooklyn","New York","16","360104806255","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0038,0.0038,0.1778,0.8088,0.0019,0.0038,0,0.7916,523,0.147,0,1,1,0,1,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,2021,"Bronx","New York","Urban Assembly Charter School For Computer Science","360118206634","Urban",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0179,0.0357,0.5804,0.3393,0.0089,0.0179,0,0.8482,112,NA,NA,0,0,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,2021,"Castle Hayne","North Carolina","New Hanover County Schools","370333003439","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0244,0.1463,0.1707,0.6098,0.0488,0,0.5854,82,NA,NA,0,0,0,0,1,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,2021,"Bluffton","Sc","Independent","01611813","Urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0055,0.0164,0.0546,0.9235,0,0,NA,366,NA,NA,NA,NA,NA,0,3,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,2021,"San Francisco","California","Independent","A9101311","Urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.1025,0.0575,0.0525,0.58,0.205,0,NA,400,NA,NA,NA,NA,NA,0,3,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2021,"Richmond","Virginia","CodeRVA Regional High School","510025603031","Urban",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,2021,"Woodstock","Vermont","Windsor Central Unified Union School District","500041600395","Rural",0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,0.0379,0.004,0.9202,0.0379,NA,0.2435,501,NA,NA,0,0,1,0,1,NA,0,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2021,"Tukwila","Wa","Impact Public Schools","530034503653","Suburban",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0726,0.1732,0.514,0.1844,0.0559,0,0.648,179,NA,NA,1,0,0,0,2,NA,1,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,2021,"Birmingham","Alabama","Legacy Prep","010020102472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,2021,"Barre","Vermont","Barre Unified Union School District","500044500119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,2021,"Birmingham","Alabama","i3 Academy","010020402476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,2021,"Swanton","Vermont","Missisquoi Valley School District","500043300195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,2021,"Brooklyn Center","Minnesota","Archdiocese of St. Paul and Minneapolis","699844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
