"school_id","panel_year","school_city","school_state","school_district","nces_id","locale","self_reported_grades_pre_k","self_reported_grades_kindergarten","self_reported_grades_1st","self_reported_grades_2nd","self_reported_grades_3rd","self_reported_grades_4th","self_reported_grades_5th","self_reported_grades_6th","self_reported_grades_7th","self_reported_grades_8th","self_reported_grades_9th","self_reported_grades_10th","self_reported_grades_11th","self_reported_grades_12th","self_reported_race_aian","self_reported_race_asian","self_reported_race_hispanic","self_reported_race_black","self_reported_race_white","self_reported_race_multiple","self_reported_race_nhpi","self_reported_frpl","self_reported_total_enrollment","self_reported_swd","self_reported_ell","grades_elementary","grades_middle","grades_high","school_descriptor_sws","school_descriptor","school_descriptor_alt2019","title_i_schoolwide","term_2021","leader_tenure","leaps_high_expectations","leaps_whole_child","leaps_rigorous_learning","leaps_relevance","leaps_affirmation","leaps_social_consciousness","leaps_connection","leaps_customization","leaps_self_direction","leaps_anytime_anywhere","self_reported_ela","self_reported_math","leaps_rank_high_expectations","leaps_rank_whole_child","leaps_rank_rigorous_learning","leaps_rank_relevance","leaps_rank_affirmation","leaps_rank_social_consciousness","leaps_rank_connection","leaps_rank_customization","leaps_rank_self_direction","leaps_rank_anytime_anywhere","leadership_diversity","teaching_diversity","leader1_race","leader1_gender","leaps_interest"
3,2021,"Aurora","Colorado","Aurora Public School District","080234006736","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00571428571428571,0.01,0.541428571428572,0.267142857142857,0.102857142857143,0.0728571428571429,NA,0.6,700,NA,NA,1,1,0,0,2,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2021,"Centennial","Colorado","none provided","A1790101","Suburban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.120689655172414,0.0344827586206897,0.0172413793103448,0.827586206896552,0,0,NA,58,NA,NA,NA,NA,NA,0,3,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2021,"Greenwood Village","Colorado","none provided","A0700350","Suburban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,NA,NA,NA,0,3,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2021,"St. Paul","Minnesota","Avalon Charter","270018703140","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0602409638554217,0.0180722891566265,0.0783132530120482,0.0481927710843374,0.72289156626506,0.072289156626506,NA,0.240963855421687,166,0.410852713178295,0,0,0,1,0,2,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2021,"Booneville","Mississippi","Booneville School District","280082001024","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.00301204819277108,0.00903614457831325,0.0180722891566265,0.216867469879518,0.737951807228916,0.0150602409638554,NA,0.448795180722892,332,0.113989637305699,0,0,0,1,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2021,"Boston","Massachusetts","Boston Day and Evening Academy Charter","250004901245","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.00476190476190476,0.00952380952380952,0.430952380952381,0.473809523809524,0.0571428571428571,0.0238095238095238,NA,NA,420,0.168734491315136,0.0769230769230769,0,0,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2021,"Center Line","Michigan","Center Line Public Schools","260858004404","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.140718562874252,0.0389221556886228,0.247005988023952,0.489520958083832,0.0838323353293413,0,0.669161676646706,668,0.107391910739191,0.0641562064156206,0,0,1,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2021,"Charlotte","North Carolina","Charlotte-Mecklenberg Schools","370039103375","Urban",0,1,1,1,1,1,1,1,1,0,0,0,0,0,0.00158227848101266,0.0205696202531646,0.0886075949367089,0.256329113924051,0.549050632911392,0.0838607594936709,0,0.0949367088607595,632,0.0376712328767123,0.00684931506849315,1,1,0,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2021,"Chicago","Illinois","Chicago International Charter Schools, operated by Distinctive Schools","170993006475","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.00188679245283019,0.00188679245283019,0.928301886792453,0.0584905660377358,0.00566037735849057,0.00377358490566038,NA,0.856603773584906,530,NA,NA,1,1,0,0,2,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2021,"St. Louis","Missouri","City Garden Montessori","290058503101","Urban",1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0.0108695652173913,0.0543478260869565,0.409420289855072,0.485507246376812,0.0253623188405797,0.0144927536231884,0.394927536231884,276,0.113879003558719,0,1,1,0,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2021,"Clarendon","Arkansas","Clarendon School District","50435000164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14957264957265,0.0555555555555556,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,2021,"New Haven","Connecticut","New Haven Ecology Project","090001400807","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,0.0138888888888889,0.342592592592593,0.402777777777778,0.217592592592593,0.0231481481481481,NA,0.625,216,0.189189189189189,0.0378378378378378,0,0,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2021,"Bronx","New York","Community School District 7","360008406382","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.00290697674418605,0.0116279069767442,0.630813953488372,0.331395348837209,0.0174418604651163,0,0.00581395348837209,0.857558139534884,344,0.172077922077922,0.227272727272727,1,0,0,1,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2021,"Memphis","Tennessee","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2021,"Kingsport","Tennessee","Kingsport City Schools",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,2021,"Los Angeles","California","Ednovate","62271013094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,0.0665,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2021,"Los Angeles","California","Ednovate","060234513094","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,0.017,0.8125,0.1534,0.0057,0.0114,NA,0.8542,528,NA,NA,0,0,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2021,"Aurora","Colorado","Aurora Public Schools","080234006781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2021,"Liberty","Missouri","Liberty Public Schools","291854003253","Suburban",0,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,0.0169491525423729,0.0406779661016949,0.023728813559322,0.861016949152542,0.0576271186440678,NA,0.0542372881355932,295,0.0472972972972973,0.00675675675675676,1,0,0,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2021,"Asheville","North Carolina","none provided","370007802430","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0023,0,0.0293,0.0135,0.9279,0.027,0,0.1149,444,0.1247,0.0045,1,1,0,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,2021,"New York","New York","none provided","360009001327","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0128,0.0064,0.6766,0.283,0.0128,0.0064,0.0021,0.8191,470,0.2828,0.0869,0,0,1,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2021,"Farmington","Utah","Davis School District","490021001537","Suburban",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00195439739413681,0.00781758957654723,0.0384364820846906,0.00586319218241042,0.921172638436482,0.0214983713355049,0.00325732899022801,0.0729641693811075,1535,NA,NA,1,1,1,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2021,"Farmington Hills","Michigan","Charter School Partners","260104308495","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.0376344086021505,0.0376344086021505,0.182795698924731,0.731182795698925,0.010752688172043,0,0.311827956989247,186,NA,0,0,0,1,0,2,NA,0,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2021,"New York","New York","New York City Department of Education","360012205727","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.453865336658354,0.478802992518703,0.0174563591022444,0.0399002493765586,0.00498753117206982,0.00498753117206982,0.917705735660848,401,NA,0.83710407239819,0,0,1,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,2021,"New York","New York","New York City Department of Education","360007806185","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0072463768115942,0.0410628019323672,0.458937198067633,0.13768115942029,0.301932367149758,0.0483091787439614,0.00483091787439614,0.531400966183575,414,0.160206718346253,0.00516795865633075,0,0,1,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,2021,"Greeley","Colorado","GREELEY-EVANS WELD COUNTY SCHOOL DISTRICT 6","080441006719","Urban",0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,0.467741935483871,NA,0.524193548387097,0.00806451612903226,NA,0.419354838709677,124,NA,NA,1,1,0,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,2021,"Nampa","Idaho","Gem Innovation Schools","160234001080","Rural",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0.00273972602739726,0.00273972602739726,0.23013698630137,0.00273972602739726,0.706849315068493,0.0547945205479452,0,0.591780821917808,365,NA,NA,1,1,0,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2021,"Denver","Colorado","Girls Athletic Leadership Schools of Denver","080336006473","Urban",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.00615384615384615,0.0369230769230769,0.307692307692308,0.0830769230769231,0.507692307692308,0.0553846153846154,0.00307692307692308,0.4,325,NA,0.203252032520325,0,1,0,0,2,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2021,"Highline","Washington","none provided","530354002976","Suburban",0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0169491525423729,0.0338983050847458,0.350282485875706,0.096045197740113,0.418079096045198,0.0847457627118644,NA,0.553672316384181,177,0.213541666666667,0.0520833333333333,0,0,1,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,2021,"Washington","District of Columbia","N/A","110005800308","Urban",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.00353356890459364,NA,0.0424028268551237,0.946996466431095,NA,0.00706713780918728,NA,NA,283,0.0888030888030888,0.027027027027027,0,1,0,0,2,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2021,"San Diego","California","Urban Discovery Schools","060155112318","Urban",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00173010380622837,0.0397923875432526,0.458477508650519,0.0726643598615917,0.328719723183391,0.0951557093425606,0.00346020761245675,0.366782006920415,578,NA,NA,1,1,1,0,2,NA,0,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2021,"Reno","Nevada","none provided","320048000869","Urban",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0280373831775701,NA,0.317757009345794,0.0373831775700935,0.542056074766355,0.0373831775700935,0.0373831775700935,0.514018691588785,107,0.0909090909090909,0.0330578512396694,0,0,1,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,2021,"Nephi","Utah","Juab School District","490045000334","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.00654450261780105,0,0.0340314136125654,0.00523560209424084,0.931937172774869,0.0209424083769634,0.00130890052356021,0.303664921465969,764,0.152639087018545,0,0,0,1,1,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,2021,"Lynn","Massachusetts","KIPP","250008201845","Suburban",0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.00137362637362637,0.0315934065934066,0.673763736263736,0.203296703296703,0.0590659340659341,0.029532967032967,0.00137362637362637,NA,1456,0.117647058823529,0.229779411764706,1,1,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,2021,"Denver","Colorado","Denver Public Schools",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2021,"Oakland","California","Lighthouse Community Public Schools","060175514027","Urban",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00191570881226054,0.0210727969348659,0.685823754789272,0.21455938697318,0.0191570881226054,0.0421455938697318,0.0153256704980843,0.35823754789272,522,NA,NA,1,1,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2021,"Plymouth","Massachusetts","Map Academy Charter School","250058902885","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.00769230769230769,NA,0.2,0.0769230769230769,0.638461538461538,0.0615384615384615,0.0153846153846154,NA,130,NA,NA,0,0,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,2021,"Henderson","Minnesota","Minnesota New Country School","270009202487","Rural",0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,0.0465116279069767,NA,0.914728682170543,0.0387596899224806,NA,0.201550387596899,129,NA,0,0,0,1,0,2,NA,0,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,2021,"Albuquerque","New Mexico","Albuquerque Public Schools","350006000918","Urban",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.783549783549784,0,0.140692640692641,0,0.012987012987013,0.0627705627705628,0,0.987012987012987,462,0.189839572192513,0.283422459893048,1,1,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2021,"Aurora","Colorado","Charter School Institute","080002006661","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,0.0099009900990099,0.663366336633664,0.227722772277228,0.0495049504950495,0.0198019801980198,0.0297029702970297,0.98019801980198,101,NA,0.411111111111111,0,0,1,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,2021,"Tarboro","North Carolina","Edgecombe County Schools","370132000555","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.00444444444444444,0.151111111111111,0.76,0.08,0.00444444444444444,0,0.986666666666667,225,0.0978723404255319,0.0553191489361702,0,0,1,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,2021,"Rogers","Arkansas","Rogers public schools","051197000956","Urban",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.00824742268041237,0.0103092783505155,0.381443298969072,0.0103092783505155,0.556701030927835,0.00824742268041237,0.0247422680412371,0.62680412371134,485,0.145383104125737,0.402750491159136,1,0,0,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,2021,"New York","New York","New York City Department of Education","360007706065","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0107758620689655,0.0818965517241379,0.213362068965517,0.146551724137931,0.459051724137931,0.0883620689655172,0,0.344827586206897,464,0.142857142857143,0.00879120879120879,0,0,1,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,2021,"Boise","Idaho","none provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,2021,"Indianapolis","Indiana","N/A","180018302632","Urban",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.00384615384615385,0.0230769230769231,0.215384615384615,0.35,0.334615384615385,0.0730769230769231,NA,0.603846153846154,260,NA,NA,0,0,0,0,2,NA,0,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2021,"New Orleans","Louisiana","none provided","220117002437","Urban",0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0.0111,0.0778,0.8444,0.0667,NA,NA,0.5444,90,NA,NA,0,0,0,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,2021,"Salem","Virginia","Salem City Public Schools","510346002043","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.000782472613458529,0.0242566510172144,0.0477308294209703,0.119718309859155,0.759780907668232,0.0469483568075117,0.000782472613458529,0.304381846635368,1278,0.135407905803196,0.0235492010092515,0,0,1,0,1,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,2021,"Honolulu","Hawaii","Hawaii Department of Education","150003000298","Urban",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.232432432432432,0.108108108108108,0.0216216216216216,0.286486486486486,0.264864864864865,0.0864864864864865,0.232432432432432,185,0.141104294478528,0.153374233128834,0,1,0,0,2,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2021,"Shawnee","Oklahoma","Shawnee Public Schools","402757001463","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.114664586583463,0.00858034321372855,0.128705148205928,0.0522620904836193,0.501560062402496,0.192667706708268,0.0015600624024961,0.820592823712948,1282,0.144238517324738,0.0104754230459307,0,0,1,1,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2021,"Silverton","Colorado","Silverton School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2021,"San Fernando","California","Los Angeles Unified School District","62271012895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0923379174852652,0.0962671905697446,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2021,"Washington","District of Columbia","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,2021,"China Grove","North Carolina","Rowan Salisbury Schools","370405001629","Suburban",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.00510725229826353,0.153217568947906,0.0898876404494382,0.721144024514811,0.0306435137895812,0,0.499489274770174,979,0.123931623931624,0.0202991452991453,0,0,1,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,2021,"Stilwell","Oklahoma","Stilwell Public Schools","402871001512","Rural",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.688679245283019,0.00628930817610063,0.102201257861635,0.00157232704402516,0.188679245283019,0.0125786163522013,NA,0.943396226415094,636,0.207261724659607,0.0514372163388805,0,0,1,0,1,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,2021,"Denver","Colorado","STRIVE Prep","080336006689","Urban",0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,0.040920716112532,0.70843989769821,0.153452685421995,0.0588235294117647,0.0358056265984655,0.00255754475703325,0.797953964194374,391,NA,NA,0,0,0,0,2,NA,1,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,2021,"Redwood City","California","Summit Schools","69100513776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104545454545455,0.154545454545455,NA,NA,NA,0,NA,NA,NA,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2021,"Chisago City","Minnesota","None","270023502689","Rural",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.00543478260869565,0.00543478260869565,0.016304347826087,0.00543478260869565,0.951086956521739,0.0108695652173913,0.00543478260869565,0.146739130434783,184,0.135231316725979,0,0,1,1,0,2,NA,0,"fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
